
 iteration	-1particle 	00	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	1	8	4	6	12	1	3	2	5	23	4	0	5	7	1	0	1	0	
 iteration -1particle40	0	1	0	0	0	0	0	1	0	1	0	0	0	0	2	4	4	3	0	0	0	4	0	0	0	0	0	6	4	2	10	1	2	0	5	24	5	0	9	9	1	0	1	1	
 iteration 0particle20	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	1	3	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	2	21	11	5	11	18	2	4	4	8	
 iteration 1particle21	2	2	0	4	0	0	0	5	1	1	1	2	3	0	3	2	3	3	0	0	0	4	0	0	0	0	2	3	1	0	4	0	1	2	1	20	6	1	9	8	2	0	1	2	
 iteration 2particle30	5	1	0	3	1	0	1	2	0	0	0	3	5	0	1	1	0	3	0	0	0	4	0	0	0	0	3	2	0	2	1	0	0	0	0	21	5	4	6	10	1	3	3	9	
 iteration 3particle62	1	1	0	0	0	0	0	2	1	1	1	3	2	1	2	1	0	3	0	0	0	4	0	0	0	0	2	1	0	0	0	0	0	0	0	19	9	3	8	17	1	2	4	9	
 iteration 4particle10	4	3	0	3	0	0	0	0	0	0	0	2	4	0	1	4	1	3	0	0	0	4	0	0	0	0	1	2	1	0	1	0	0	0	1	23	6	1	9	11	2	3	1	9	
 iteration 5particle10	4	3	0	3	0	0	0	0	0	0	0	2	4	0	1	4	1	3	0	0	0	4	0	0	0	0	1	2	1	0	1	0	0	0	1	23	6	1	9	11	2	3	1	9	
 iteration 6particle20	2	2	0	1	0	0	1	0	0	0	0	1	1	0	1	0	1	3	0	0	0	4	0	0	0	0	1	2	0	0	4	0	0	0	1	23	8	3	10	13	2	3	4	9	
 iteration 7particle10	2	1	0	2	0	0	0	0	0	0	0	1	3	1	2	0	0	3	0	0	0	4	0	0	0	0	1	3	0	1	4	0	0	0	0	23	7	4	9	10	1	2	5	11	
 iteration 8particle40	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	2	3	0	0	0	4	0	0	0	0	0	2	0	1	2	0	0	0	1	24	8	5	10	16	2	2	4	8	
 iteration 9particle40	1	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	2	3	0	0	0	4	0	0	0	0	0	2	0	1	2	0	0	0	1	24	8	5	10	16	2	2	4	8	
