
 iteration	-1particle 	00	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	1	8	4	6	12	1	3	2	5	23	4	0	5	7	1	0	1	0	
 iteration -1particle10	0	1	0	1	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	0	6	3	2	10	0	3	2	5	24	6	1	9	8	2	0	1	0	
 iteration 0particle62	1	0	0	0	0	1	1	0	2	0	0	3	1	0	1	0	1	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	19	11	5	8	18	2	2	4	10	
 iteration 1particle10	1	4	0	0	1	0	0	1	1	0	0	3	0	0	1	0	1	3	0	0	0	4	0	0	0	0	2	2	0	1	9	0	1	0	0	21	9	1	7	10	1	2	5	9	
 iteration 2particle90	0	1	0	2	0	0	0	5	1	0	0	4	1	1	2	2	2	3	0	0	0	4	0	0	0	0	1	5	1	2	0	1	0	1	2	22	7	3	5	16	0	2	2	2	
 iteration 3particle71	3	3	0	2	1	0	0	1	0	1	0	3	2	0	3	3	3	3	0	0	0	4	0	0	0	0	2	2	0	2	6	0	0	0	0	21	6	2	6	9	1	1	2	7	
 iteration 4particle40	1	1	0	0	0	0	1	5	0	1	0	3	3	0	2	2	1	3	0	0	0	4	0	0	0	0	1	2	2	1	1	0	0	0	2	23	8	2	7	15	2	2	2	3	
 iteration 5particle84	3	1	0	6	1	0	0	1	1	2	0	3	1	0	1	1	0	3	0	0	0	4	0	0	0	0	2	3	0	2	7	0	0	0	0	17	4	4	6	5	1	3	4	10	
 iteration 6particle71	2	2	0	2	1	0	1	2	1	0	0	1	3	1	1	2	3	3	0	0	0	4	0	0	0	0	0	2	0	2	3	0	0	1	1	22	8	3	8	11	0	3	1	5	
 iteration 7particle31	1	4	0	1	0	0	0	3	1	0	0	0	0	0	4	2	3	3	0	0	0	4	0	0	0	0	1	2	0	3	10	0	0	1	0	21	9	1	8	8	2	0	2	5	
 iteration 8particle31	1	4	0	1	0	0	0	3	1	0	0	0	0	0	4	2	3	3	0	0	0	4	0	0	0	0	1	2	0	3	10	0	0	1	0	21	9	1	8	8	2	0	2	5	
 iteration 9particle51	3	3	0	3	0	0	2	0	1	0	0	2	5	0	1	0	1	3	0	0	0	4	0	0	0	0	3	1	1	1	1	0	1	0	1	19	8	1	8	10	2	2	3	9	
