
 iteration	-1particle 	00	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	1	8	4	6	12	1	3	2	5	23	4	0	5	7	1	0	1	0	
 iteration -1particle80	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	0	5	3	3	10	0	3	2	5	24	7	1	8	9	2	0	1	0	
 iteration 0particle50	3	1	0	0	0	0	0	1	2	0	0	4	0	0	1	0	1	3	0	0	0	4	0	0	0	0	4	0	0	0	0	0	0	0	2	18	9	4	7	19	2	3	5	7	
 iteration 1particle31	1	3	0	1	0	0	0	2	0	0	0	2	4	0	0	1	0	3	0	0	0	4	0	0	0	0	1	4	0	2	4	0	1	0	0	22	7	2	7	10	2	3	4	9	
 iteration 2particle71	3	2	0	3	0	0	1	1	0	0	0	2	3	0	1	1	1	3	0	0	0	4	0	0	0	0	4	0	0	1	0	0	0	0	2	19	9	3	8	13	2	3	3	7	
 iteration 3particle10	2	1	0	2	0	0	0	1	0	0	0	1	3	0	1	1	0	3	0	0	0	4	0	0	0	0	0	3	0	2	3	0	0	0	0	24	7	4	8	11	2	3	4	10	
 iteration 4particle41	2	0	1	3	0	0	2	0	0	0	0	1	2	0	1	0	1	3	0	0	0	4	0	0	0	0	1	1	2	0	0	0	1	0	2	22	9	3	9	14	2	2	3	8	
 iteration 5particle51	1	0	0	2	0	0	0	2	0	1	0	1	4	0	2	1	1	3	0	0	0	4	0	0	0	0	1	2	0	1	3	0	0	0	0	22	8	5	9	10	2	2	4	8	
 iteration 6particle93	2	2	0	3	0	0	0	0	2	0	0	3	1	0	2	1	3	3	0	0	0	4	0	0	0	0	0	0	1	0	3	0	1	0	1	19	10	2	8	12	2	1	4	7	
 iteration 7particle93	2	2	0	3	0	0	0	0	2	0	0	3	1	0	2	1	3	3	0	0	0	4	0	0	0	0	0	0	1	0	3	0	1	0	1	19	10	2	8	12	2	1	4	7	
 iteration 8particle93	2	2	0	3	0	0	0	0	2	0	0	3	1	0	2	1	3	3	0	0	0	4	0	0	0	0	0	0	1	0	3	0	1	0	1	19	10	2	8	12	2	1	4	7	
 iteration 9particle20	3	3	0	3	0	0	0	0	0	1	0	2	5	0	1	1	0	3	0	0	0	4	0	0	0	0	1	3	0	2	3	0	0	0	0	23	5	2	7	8	2	3	4	11	
