
 iteration	-1particle 	00	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	1	8	4	6	12	1	3	2	5	23	4	0	5	7	1	0	1	0	
 iteration -1particle30	0	1	0	0	0	0	0	2	0	0	0	0	0	0	1	2	4	3	0	0	0	4	0	0	0	0	0	1	3	2	6	0	3	2	5	24	11	1	9	13	2	0	1	0	
 iteration 0particle11	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	20	12	5	11	19	2	4	5	11	
 iteration 1particle40	2	0	0	2	0	0	1	0	0	0	0	2	2	0	0	0	1	3	0	0	0	4	0	0	0	0	0	2	3	2	5	0	1	0	2	24	8	2	7	10	2	3	4	8	
 iteration 2particle71	1	0	0	2	0	0	0	2	1	1	2	3	4	0	0	1	0	3	0	0	0	4	0	0	0	0	2	3	0	1	6	0	0	0	1	20	7	3	7	7	2	4	4	8	
 iteration 3particle40	1	1	0	1	1	0	0	0	1	0	0	1	4	0	0	0	0	3	0	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	20	11	4	9	14	1	4	5	11	
 iteration 4particle40	1	1	0	1	1	0	0	0	1	0	0	1	4	0	0	0	0	3	0	0	0	4	0	0	0	0	3	0	0	1	0	0	0	0	0	20	11	4	9	14	1	4	5	11	
 iteration 5particle100	2	1	0	2	0	0	0	2	0	0	0	2	0	0	0	1	0	3	0	0	0	4	0	0	0	0	1	1	1	3	1	0	1	0	1	23	9	3	6	16	2	3	4	8	
 iteration 6particle91	1	1	0	1	0	0	0	1	1	1	0	1	3	1	0	0	0	3	0	0	0	4	0	0	0	0	1	3	0	0	7	0	0	0	0	21	7	4	10	8	1	4	5	10	
 iteration 7particle40	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	23	11	5	11	19	2	4	5	11	
 iteration 8particle31	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	3	0	0	0	4	0	0	0	0	3	3	0	2	4	0	0	0	0	20	8	5	7	12	2	4	5	11	
 iteration 9particle31	0	0	0	0	0	0	0	0	0	1	0	2	3	0	0	0	0	3	0	0	0	4	0	0	0	0	3	3	0	2	4	0	0	0	0	20	8	5	7	12	2	4	5	11	
